source,destination,start,fin,AP
ed:06:04:e0:89:2a,a7:cf:c2:ae:93:a2,1093910933,1093911033,0
ed:06:ee:f3:a7:b0,00:0e:d7:87:e0:60,1093901173,1093901782,0
ed:06:ee:f3:a8:ad,00:0e:d7:87:e0:60,1093901081,1093901785,0
ed:06:ee:f3:b6:b0,00:0e:d7:87:e0:60,1093888603,1093901205,0
ed:27:9c:5d:04:ca,c3:a2:80:19:61:bf,1093891213,1093906681,1
ed:27:9c:5d:15:13,1a:e8:81:19:61:bf,1093904899,1093904904,1
ed:27:9c:5d:1d:5f,d6:ee:81:19:61:bf,1093904916,1093905121,1
ed:27:9c:5d:1d:5f,e3:f6:29:2f:61:bf,1093904916,1093905116,0
ed:27:9c:5d:37:00,ae:64:81:19:61:bf,1093905361,1093906620,1
ed:27:9c:5d:37:00,ae:82:e8:18:61:bf,1093889837,1093904926,1
ed:27:9c:5d:37:30,77:9d:81:19:61:bf,1093904925,1093906075,1
ed:27:9c:5d:37:30,ae:82:e8:18:61:bf,1093905119,1093905799,1
ed:27:9c:5d:3b:6a,48:e2:8b:f7:61:bf,1093891025,1093907586,0
ed:27:9c:5d:3d:01,bd:a2:80:19:61:bf,1093890455,1093904919,1
ed:27:9c:5d:81:38,54:82:e8:18:61:bf,1093904894,1093905103,1
ed:27:9c:5d:a1:2a,0e:98:e8:18:61:bf,1093893637,1093904914,1
ed:27:9c:5d:a1:2a,48:e2:8b:4a:61:bf,1093894428,1093904895,0
ed:27:9c:5d:a1:2a,64:99:e8:18:61:bf,1093905886,1093906688,1
ed:27:9c:5d:a1:2a,f4:98:e8:18:61:bf,1093894428,1093906676,1
ed:27:9c:5d:b5:05,0f:ee:81:b9:3b:bf,1093891106,1093894542,1
ed:27:9c:5f:01:b5,cb:4d:5e:93:26:f5,1093888701,1093892499,1
ed:27:9c:5f:24:12,a9:a3:80:19:61:bf,1093894061,1093905108,1
ed:27:9c:5f:89:41,f8:97:10:f6:61:bf,1093904898,1093910639,0
ed:27:9c:5f:b4:63,9d:bd:e9:18:61:bf,1093905118,1093905938,1
ed:27:9c:5f:b6:9d,9f:8f:ea:92:8e:f1,1093890256,1093890257,1
ed:27:9c:5f:b6:9d,f4:98:e8:18:61:bf,1093895084,1093906689,0
ed:27:9c:bd:43:7d,21:a7:80:19:61:bf,1093905109,1093910818,1
ed:27:9c:bd:45:16,63:84:e8:18:61:bf,1093895084,1093904915,1
ed:27:9c:bd:5b:44,48:e2:29:2f:61:bf,1093904898,1093904899,0
ed:27:9c:bd:7a:ca,77:9d:81:19:61:bf,1093889828,1093905940,1
ed:27:9c:bd:cb:49,48:e2:8b:f7:61:bf,1093905101,1093905120,0
ed:27:9c:bd:df:66,a9:a3:80:19:61:bf,1093894061,1093904840,1
ed:27:9c:bd:df:66,e2:d3:81:19:61:bf,1093904921,1093905120,1
ed:27:9c:bd:fb:1e,b6:f1:81:19:61:bf,1093904928,1093905108,1
ed:27:bc:1e:c0:4d,8d:ad:e8:18:61:bf,1093888247,1093888248,0
ed:27:bc:4f:15:13,c9:29:ea:69:2b:ca,1093891227,1093905102,0
ed:27:bc:4f:15:13,d6:ee:81:19:61:bf,1093891228,1093904922,0
ed:27:bc:4f:15:13,e6:f5:81:19:61:bf,1093904922,1093907611,0
ed:27:bc:4f:15:13,e9:80:c6:1f:61:bf,1093904892,1093904896,0
ed:27:bc:4f:1d:5f,d6:ee:81:19:61:bf,1093904893,1093904916,1
ed:27:bc:4f:1d:5f,ed:a1:80:19:61:bf,1093905107,1093911073,1
ed:27:bc:4f:3d:7d,41:88:32:68:61:bf,1093905120,1093905121,0
ed:27:bc:4f:85:52,00:c9:fa:b3:61:bf,1093889699,1093889748,0
ed:27:bc:4f:85:52,e9:80:c6:1f:3b:bf,1093904896,1093905108,1
ed:27:bc:4f:95:5b,d6:ee:81:19:61:bf,1093890781,1093904902,1
ed:27:bc:4f:a5:40,0d:7d:8b:f7:61:bf,1093904918,1093905119,0
ed:27:bc:4f:a5:40,0f:bb:e9:18:61:bf,1093889837,1093893345,1
ed:27:bc:4f:a5:40,7e:4b:1b:aa:99:ad,1093904829,1093904895,0
ed:27:bc:4f:ae:ed,bc:d8:80:19:61:bf,1093894648,1093894649,0
ed:27:bc:4f:b5:49,bb:9b:81:19:61:bf,1093889836,1093904895,1
ed:30:26:8a:8a:8b,df:d4:f3:52:72:19,1093904837,1093907623,1
ed:31:8d:ef:b6:b0,00:40:96:a1:2b:89,1093891019,1093891090,0
ed:31:a7:f3:f8:e7,ff:eb:49:99:a8:ad,1093904823,1093907924,0
ed:3b:a5:e0:89:e6,b8:cf:c2:31:95:a5,1093910798,1093910996,1
ed:3b:a5:e0:89:e6,bc:cf:c2:31:89:c6,1093910275,1093910840,0
ed:3b:a5:e0:89:e6,bc:cf:c2:31:95:a5,1093910865,1093910927,0
ed:44:b0:22:df:c1,bc:cf:c2:31:95:69,1093910826,1093910923,0
ed:45:bc:42:80:db,00:40:96:a1:2b:89,1093899692,1093899695,0
ed:45:bc:42:b6:b0,00:40:96:a1:2b:89,1093899692,1093899695,0
ed:4b:4c:02:b7:2d,00:0e:d7:87:e0:60,1093908544,1093908559,0
ed:4b:9b:9b:a4:5c,8e:9e:cb:6c:30:0b,1093906456,1093906741,0
ed:4b:a1:b5:5e:b7,00:c9:fa:b3:0e:45,1093888903,1093888904,0
ed:68:32:ba:80:db,00:0e:d7:87:e0:60,1093901089,1093902645,0
ed:68:32:ba:a7:b0,00:0e:d7:87:e0:60,1093901089,1093902645,0
ed:68:32:ba:a8:ad,00:0e:d7:87:e0:60,1093901089,1093902645,0
ed:6f:ef:2f:25:fd,24:fa:79:62:b8:f9,1093885510,1093886448,1
ed:6f:ef:2f:25:fd,3d:25:3d:3b:18:8c,1093903595,1093912099,1
ed:6f:ef:2f:25:fd,68:83:8d:f3:9a:85,1093886418,1093901306,1
ed:78:5b:4d:89:d5,3b:c5:f7:b2:76:d6,1093911468,1093911627,0
ed:78:5b:4d:89:d5,87:97:fe:f2:76:d6,1093911468,1093911627,0
ed:78:5b:4d:89:d5,b1:c1:ab:38:8b:ef,1093889296,1093889804,1
ed:80:01:bc:6b:5f,74:65:c3:06:e5:cc,1093888236,1093890878,1
ed:86:27:7c:83:cf,b1:ac:ed:a1:d2:d5,1093886153,1093902996,1
ed:86:91:0c:bf:ef,a6:46:8b:4c:84:a7,1093890368,1093904733,1
ed:86:91:0c:bf:ef,b1:ac:ed:a1:d2:d5,1093899239,1093900638,1
ed:86:91:24:e1:ef,b1:ac:ed:a1:d2:d5,1093901184,1093901837,1
ed:86:91:24:e1:ef,b2:90:8b:4c:84:a7,1093885413,1093891435,1
ed:86:91:dc:da:cf,b1:ac:ed:a1:d2:d5,1093889762,1093893447,1
ed:9b:57:89:b6:b0,00:40:96:a1:2b:89,1093892158,1093893035,0
ed:9f:9c:e6:bf:24,db:53:db:e7:54:20,1093902246,1093902348,1
ed:a5:77:8f:a1:f1,d6:bf:d2:25:12:c7,1093905030,1093905170,1
ed:b5:52:e2:a4:de,00:04:23:77:01:dc,1093909383,1093909404,0
ed:b5:52:e2:a4:de,05:ae:cc:01:01:dc,1093909383,1093909404,0
ed:bc:5f:ef:0f:c4,9c:61:41:6d:07:ad,1093886709,1093886838,1
ed:cd:9d:a5:50:09,f3:1b:88:63:0c:51,1093885522,1093885843,1
ed:e0:e4:fb:a7:b0,00:0e:d7:87:e0:60,1093886869,1093887080,0
ed:e8:bc:10:97:2f,1b:b7:13:21:1b:d5,1093889640,1093889732,1
ed:e8:bc:10:9b:45,1b:b7:13:21:c3:fc,1093889739,1093889759,1
ed:f4:25:90:f1:07,b8:cf:c2:0c:b9:e8,1093910843,1093910923,1
ed:f7:15:09:0f:3a,0a:b0:2e:eb:02:d0,1093890140,1093890878,0
ed:f7:15:09:0f:3a,fd:67:b3:2e:a2:22,1093911032,1093911130,0
ed:ff:97:7c:b6:3e,0a:37:c6:e9:0a:13,1093886221,1093886222,0
ed:ff:ff:ff:ff:ff,12:4c:5a:1b:7d:2b,1093907001,1093907090,0
ed:ff:ff:ff:ff:ff,67:63:e8:85:73:ff,1093897266,1093898592,0
ed:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:df,1093889618,1093890218,0
ee:00:5f:aa:b6:b0,00:40:96:a1:2b:89,1093892260,1093892521,0
ee:00:ee:ac:70:6b,ce:00:35:14:9a:d7,1093905085,1093905574,0
ee:01:08:2d:25:3d,29:ce:72:e1:d9:e1,1093889748,1093890205,0
ee:02:48:77:2e:b9,e6:93:c1:4d:f2:78,1093889022,1093892354,0
ee:16:72:67:a7:b0,00:0e:d7:87:e0:60,1093885195,1093885317,0
ee:16:72:67:ff:ff,00:0e:d7:87:e0:60,1093885295,1093885328,0
ee:1f:f9:fb:2c:88,8f:0c:57:8f:ba:1b,1093886958,1093887106,0
ee:1f:f9:fb:2c:88,c4:7b:af:da:ff:c9,1093888504,1093902721,1
ee:2a:b2:47:2d:7c,11:7e:5d:6b:a8:ad,1093906805,1093910383,1
ee:2a:b2:47:2d:7c,4a:3c:00:f9:29:55,1093907539,1093908093,0
ee:2a:b2:47:2d:7c,69:bf:73:6c:29:55,1093907539,1093908093,0
ee:2a:b2:47:2d:7c,8e:9e:cb:6c:30:0b,1093905361,1093905946,0
ee:2a:b2:47:2d:7c,ff:eb:49:99:a8:ad,1093906805,1093910383,0
ee:31:f3:69:5f:2a,79:14:a0:78:d4:22,1093907437,1093910327,1
ee:31:f3:69:5f:2a,ad:ee:8e:d8:ca:eb,1093904274,1093906894,0
ee:31:f3:69:5f:2a,ff:eb:49:99:d4:22,1093904742,1093910327,0
ee:5d:4b:bc:9d:1d,f3:62:19:6c:e0:06,1093906061,1093906609,0
ee:76:a2:49:80:db,00:0e:d7:87:e0:60,1093907596,1093908525,0
ee:76:a2:49:a4:de,00:0e:d7:87:e0:60,1093908133,1093909472,0
ee:76:a2:49:a7:b0,00:0e:d7:87:e0:60,1093908524,1093909472,0
ee:76:a2:49:a8:ad,00:0e:d7:87:e0:60,1093908524,1093909472,0
ee:76:a2:49:b7:2d,00:0e:d7:87:e0:60,1093908073,1093909471,0
ee:76:a2:49:ff:ff,00:0e:d7:87:e0:60,1093908073,1093908525,0
ee:7e:dc:26:b6:b0,00:40:96:a1:2b:89,1093909601,1093909725,0
ee:82:de:ec:f4:9a,cd:d1:3e:c8:e1:46,1093885694,1093890815,0
ee:99:b3:47:2d:65,11:7e:5d:6b:a8:ad,1093908055,1093908111,1
ee:99:b3:47:2d:65,ff:eb:49:99:a8:ad,1093908055,1093908111,0
ee:99:b3:47:2d:7c,11:7e:5d:6b:a8:ad,1093905125,1093909387,1
ee:99:b3:47:2d:7c,ff:eb:49:99:a8:ad,1093905125,1093909387,0
ee:9b:3c:6a:a3:3b,11:7e:5d:6b:a8:ad,1093904623,1093909607,1
ee:9d:e6:13:e7:e4,61:f6:50:49:85:72,1093886400,1093900515,0
ee:9d:e6:13:e7:e4,cc:6a:28:14:18:12,1093886389,1093900489,0
ee:9d:e6:13:e7:e4,cc:6a:3c:3b:18:12,1093900505,1093900606,1
ee:9d:e6:13:e7:e4,cc:6a:60:7c:18:12,1093900945,1093901120,0
ee:9d:e6:13:e7:e4,cd:6a:3c:3b:18:12,1093886393,1093900602,0
ee:a1:20:20:da:9b,11:7e:5d:6b:a8:ad,1093907968,1093908148,1
ee:a1:20:20:da:9b,ff:eb:49:99:a8:ad,1093907968,1093908148,0
ee:a5:9f:42:c6:a4,a6:e1:d0:d9:7a:6c,1093910699,1093911127,1
ee:a5:9f:73:be:a5,46:9f:80:f4:7a:6c,1093910278,1093910764,1
ee:a5:9f:73:be:a5,6c:a6:8d:9e:7a:6c,1093910287,1093911282,1
ee:a5:9f:73:be:a5,85:a6:8d:9e:7a:6c,1093910763,1093911023,1
ee:a5:9f:73:be:a5,90:79:d0:9f:7a:6c,1093909899,1093911034,1
ee:a5:9f:73:be:a5,a6:50:b0:f5:7a:6c,1093909591,1093911129,1
ee:a5:9f:73:be:a5,a6:d8:b4:f5:7a:6c,1093909293,1093911098,1
ee:a5:9f:73:be:a5,a6:e1:3c:cd:7a:6c,1093909818,1093911023,1
ee:a5:9f:73:be:a5,a6:e1:80:f4:7a:6c,1093910978,1093911127,1
ee:a5:9f:73:be:a5,a6:e1:8c:9e:7a:6c,1093910537,1093911696,1
ee:a5:9f:73:be:a5,cd:9f:8c:9e:7a:6c,1093910265,1093911267,1
ee:a5:9f:73:be:a5,cd:9f:d0:d9:7a:6c,1093911194,1093911281,1
ee:a5:9f:73:be:a5,cd:a6:b8:9f:7a:6c,1093909991,1093910448,1
ee:a5:9f:73:be:a5,cf:97:b9:9f:7a:6c,1093910267,1093911028,1
ee:a5:9f:73:be:a5,e5:a4:99:d9:da:36,1093910697,1093910732,0
ee:a5:9f:73:be:a5,f7:9c:98:d9:7a:6c,1093910284,1093910888,1
ee:a5:9f:73:be:a5,f7:9c:c8:f4:7a:6c,1093910549,1093910767,1
ee:a5:9f:d2:87:a4,e5:9d:ad:d8:7a:6c,1093909233,1093910266,0
ee:a5:bf:c0:25:7c,f7:9c:98:d9:da:36,1093910002,1093910883,1
ee:ab:ba:75:a7:b0,00:40:96:a1:2b:89,1093892629,1093892645,0
ee:ba:0b:54:a7:b0,00:0e:d7:87:e0:60,1093911693,1093911694,0
ee:c6:59:85:13:ea,48:26:04:6e:80:db,1093889888,1093889934,0
ee:c6:59:85:13:ea,66:da:d8:ed:cc:5b,1093905902,1093906801,0
ee:c6:59:85:13:ea,f7:dd:b3:12:cc:5b,1093905902,1093906801,0
ee:d1:18:3c:a4:de,f0:31:d9:31:09:f3,1093907904,1093907972,1
ee:d6:2e:f9:b6:b0,00:40:96:a1:2b:89,1093892520,1093892667,0
ee:df:8b:d8:b6:b0,00:40:96:a1:2b:89,1093900866,1093900867,0
ee:ed:19:c5:39:43,11:7e:5d:6b:a8:ad,1093907463,1093911942,1
ee:ed:19:c5:39:43,69:bf:73:6c:29:55,1093907532,1093907741,0
ee:ed:19:c5:39:43,8e:9e:cb:6c:30:0b,1093904274,1093906897,0
ee:ed:19:c5:39:43,92:fa:e0:44:30:0b,1093904274,1093906897,0
ee:ed:19:c5:39:43,ff:eb:49:99:a8:ad,1093907463,1093910514,0
ee:f1:78:a7:3f:7d,36:42:8d:21:49:ae,1093900820,1093901232,1
ee:fa:a4:fb:80:db,00:40:96:a1:2b:89,1093893454,1093893455,0
ee:fa:a4:fb:b6:b0,00:40:96:a1:2b:89,1093893454,1093893455,0
ee:fe:69:4d:8f:9c,35:af:69:7b:72:4c,1093908787,1093908788,0
ee:fe:69:4d:8f:9c,43:6f:03:75:08:4c,1093908064,1093908827,0
ee:fe:69:4d:8f:9c,56:de:94:a0:41:6a,1093908041,1093908790,0
ee:fe:69:4d:8f:9c,68:5a:85:d9:0b:6b,1093908026,1093908789,0
ee:fe:69:4d:8f:9c,75:a5:b3:ef:2a:72,1093908086,1093908738,0
ee:fe:69:4d:8f:9c,bf:a9:aa:e6:f9:47,1093907669,1093907674,0
ee:fe:69:4d:8f:9c,ff:eb:49:99:41:6a,1093908041,1093908271,0
ef:02:02:72:be:a5,a6:d8:b8:9f:77:65,1093910456,1093911728,1
ef:04:d7:7c:80:db,00:40:96:a1:2b:89,1093897894,1093899951,0
ef:04:d7:7c:a7:b0,b4:77:34:65:2b:89,1093897894,1093897904,0
ef:04:d7:7c:a7:b0,db:58:d0:11:2b:89,1093897894,1093897982,0
ef:04:d7:7c:b6:b0,48:26:04:6e:2b:89,1093897904,1093899951,0
ef:04:d7:7c:b6:b0,db:58:d0:11:2b:89,1093898333,1093900308,0
ef:04:d7:7c:ff:ff,00:40:96:a1:2b:89,1093897894,1093898127,0
ef:04:d7:7c:ff:ff,81:e3:7b:a6:2b:89,1093897894,1093897901,0
ef:04:d7:7c:ff:ff,db:58:d0:11:2b:89,1093897894,1093897972,0
ef:06:e3:d9:0c:d9,11:7e:5d:6b:a8:ad,1093903597,1093904163,1
ef:06:e3:d9:0c:d9,6e:93:dd:cf:a8:ad,1093903651,1093903699,0
ef:06:e3:d9:0c:d9,71:d7:38:4f:a8:ad,1093903604,1093903665,0
ef:16:4b:d0:cc:a5,48:26:04:6e:ce:15,1093889843,1093906036,0
ef:16:4b:d0:cc:a5,66:da:d8:ed:bf:a0,1093906141,1093908331,0
ef:16:4b:d0:cc:a5,9e:6d:fc:85:bf:a0,1093905808,1093908331,0
ef:18:27:4b:f0:97,a1:60:b2:50:79:f2,1093888662,1093889973,0
ef:19:08:9c:80:db,00:04:23:6e:9b:62,1093897735,1093897792,0
ef:19:7a:d1:80:db,00:0e:d7:87:e0:60,1093908594,1093909137,0
ef:19:7a:d1:a4:de,00:0e:d7:87:e0:60,1093907900,1093908186,0
ef:19:7a:d1:a7:b0,00:0e:d7:87:e0:60,1093908638,1093909064,0
ef:1a:94:c9:91:b7,fe:91:39:83:fb:0f,1093888680,1093890533,1
ef:1f:52:01:b7:2d,00:0e:d7:87:e0:60,1093899996,1093900011,0
ef:1f:52:01:b7:2d,2f:c6:ce:ce:e0:60,1093899996,1093900011,0
ef:39:89:b7:b6:b0,fa:af:06:26:08:9d,1093887596,1093887597,1
ef:3a:3f:28:80:db,00:0e:d7:87:e0:60,1093888760,1093901250,0
ef:3a:3f:28:a7:b0,00:0e:d7:87:e0:60,1093901232,1093901252,0
ef:3a:3f:28:a8:ad,00:0e:d7:87:e0:60,1093888760,1093901251,0
ef:3a:3f:28:b7:2d,00:0e:d7:87:e0:60,1093901232,1093901252,0
ef:3a:3f:28:b7:2d,f6:ab:f2:7f:e0:60,1093888760,1093901250,0
ef:3a:3f:28:c4:98,00:0e:d7:87:e0:60,1093901232,1093901233,0
ef:4b:24:1c:b7:2d,f0:df:fc:30:d6:1d,1093907727,1093908723,1
ef:52:c8:d6:c7:a2,b3:b3:5b:46:53:71,1093910093,1093910094,1
ef:57:6f:d0:7d:82,f9:06:6a:ad:aa:ea,1093906320,1093906867,1
ef:57:c9:9a:1d:a8,b8:cf:c2:0c:da:ff,1093910003,1093911200,1
ef:59:59:0b:d9:24,00:c9:fa:b3:a8:ad,1093890352,1093892094,0
ef:59:59:0b:d9:24,11:7e:5d:6b:a8:ad,1093888496,1093892094,1
ef:59:59:0b:d9:24,48:26:04:6e:a8:ad,1093890348,1093891374,0
ef:59:59:0b:d9:24,8d:be:d6:70:a8:ad,1093890341,1093890356,0
ef:59:59:0b:d9:24,97:b5:aa:ba:a8:ad,1093888523,1093888530,0
ef:61:8a:34:8b:b2,e5:4d:78:6c:76:19,1093903078,1093903546,1
ef:9d:5a:e6:f8:2c,6d:d3:23:45:a7:b0,1093891284,1093912006,0
ef:a5:9f:42:c6:a4,a6:e1:8c:9e:77:65,1093910457,1093911124,1
ef:a5:9f:73:af:7c,54:a7:8d:9e:77:65,1093910666,1093911139,1
ef:a5:9f:73:be:1d,a6:e1:8c:9e:77:65,1093910275,1093910639,1
ef:a5:9f:73:be:a5,26:9d:74:cd:77:65,1093910272,1093911132,1
ef:a5:9f:73:be:a5,39:3e:89:af:1f:3a,1093909624,1093909814,0
ef:a5:9f:73:be:a5,46:9f:8c:9e:77:65,1093910285,1093911103,1
ef:a5:9f:73:be:a5,54:a7:8d:9e:77:65,1093910709,1093911130,1
ef:a5:9f:73:be:a5,77:e0:d0:d9:77:65,1093910453,1093910556,1
ef:a5:9f:73:be:a5,97:1e:c4:9e:77:65,1093910455,1093910642,1
ef:a5:9f:73:be:a5,97:9e:80:f4:77:65,1093910974,1093911261,1
ef:a5:9f:73:be:a5,97:9e:8c:9e:77:65,1093910276,1093910769,1
ef:a5:9f:73:be:a5,a6:e1:3c:cd:77:65,1093910575,1093911026,1
ef:a5:9f:73:be:a5,a6:e1:8c:9e:77:65,1093910288,1093911026,1
ef:a5:9f:73:be:a5,b7:a7:78:b7:77:65,1093910292,1093911143,0
ef:a5:9f:73:be:a5,cd:9f:8c:9e:77:65,1093910267,1093910880,1
ef:a5:9f:73:be:a5,cd:a6:b8:9f:77:65,1093910285,1093910965,1
ef:a5:9f:73:be:a5,cf:9d:c4:9e:77:65,1093910254,1093910978,1
ef:a5:9f:73:be:a5,f7:9c:98:d9:77:65,1093910644,1093911143,1
ef:a5:9f:d2:25:7c,f7:9c:98:d9:77:65,1093910973,1093911729,0
ef:b2:9f:0e:a4:de,00:0e:d7:87:e0:60,1093907879,1093909068,0
ef:b2:9f:0e:a8:ad,00:0e:d7:87:e0:60,1093907998,1093909068,0
ef:b7:3c:76:a0:f1,b8:cf:1e:1e:9d:21,1093910901,1093911110,1
ef:b7:3c:76:a0:f1,b8:cf:1e:3e:ab:15,1093910268,1093910643,0
ef:b7:3c:76:a0:f1,b8:cf:c2:0c:b9:14,1093910643,1093910781,1
ef:b7:3c:76:a0:f1,b8:cf:c2:31:ab:15,1093910753,1093910969,1
ef:d6:4e:dc:aa:3b,11:7e:5d:6b:a8:ad,1093906886,1093906888,1
ef:d6:4e:dc:aa:3b,ff:eb:49:99:a8:ad,1093906886,1093906888,0
ef:df:6e:35:68:44,b8:cf:ca:40:b9:e8,1093910772,1093910946,1
ef:e4:87:f9:a7:b0,00:0e:d7:87:e0:60,1093908354,1093908356,0
ef:e4:87:f9:b6:b0,00:0e:d7:87:e0:60,1093908119,1093908265,0
ef:ff:ff:ff:ff:ff,4b:8f:a1:48:d4:ba,1093888111,1093910289,0
f0:0e:52:ba:b7:2d,00:0e:d7:87:e0:60,1093891254,1093901138,0
f0:17:71:fa:cc:bb,15:78:ed:f5:e4:00,1093905306,1093905394,1
f0:17:c0:0a:a1:bb,46:84:50:b9:12:14,1093904599,1093904600,1
f0:1c:b3:06:80:db,00:0e:d7:87:e0:60,1093901141,1093901405,0
f0:1c:b3:06:a7:b0,00:0e:d7:87:e0:60,1093901146,1093902651,0
f0:1c:b3:06:a8:ad,00:0e:d7:87:e0:60,1093901141,1093902651,0
f0:30:dc:79:a7:b0,d0:e6:7e:29:00:ac,1093907654,1093907831,1
f0:32:30:4c:43:ac,02:be:6a:65:01:f0,1093885274,1093885275,1
f0:3a:37:00:66:d7,29:16:91:cc:15:19,1093910716,1093910731,1
f0:3a:37:00:66:d7,a7:cf:1e:a1:02:83,1093910454,1093910866,1
f0:3a:37:00:66:d7,a7:cf:1e:a1:e6:db,1093910453,1093910771,1
f0:3a:37:00:66:d7,a7:cf:c2:0c:3e:db,1093910288,1093910289,1
f0:3a:37:00:66:d7,a7:cf:c2:31:2c:da,1093910679,1093910866,1
f0:3a:37:00:66:d7,b8:cf:1e:03:0e:c0,1093910267,1093910879,1
f0:3a:37:00:66:d7,b8:cf:1e:03:3e:db,1093910004,1093910876,1
f0:3a:37:00:66:d7,b8:cf:1e:03:b4:5d,1093910004,1093910794,0
f0:3a:37:00:66:d7,b8:cf:1e:03:da:83,1093910875,1093911129,1
f0:3a:37:00:66:d7,b8:cf:1e:03:f2:dd,1093910705,1093910992,1
f0:3a:37:00:66:d7,b8:cf:1e:1e:32:b0,1093910968,1093911197,1
f0:3a:37:00:66:d7,b8:cf:1e:3e:20:b0,1093910757,1093910818,1
f0:3a:37:00:66:d7,b8:cf:1e:3e:2c:da,1093910799,1093911197,1
f0:3a:37:00:66:d7,b8:cf:1e:3e:39:25,1093910706,1093911204,1
f0:3a:37:00:66:d7,b8:cf:1e:3e:8d:50,1093910005,1093910909,0
f0:3a:37:00:66:d7,b8:cf:1e:a1:47:51,1093910705,1093912356,1
f0:3a:37:00:66:d7,b8:cf:1e:a1:d6:c0,1093910727,1093910843,1
f0:3a:37:00:66:d7,b8:cf:1e:a1:e6:db,1093910706,1093911037,1
f0:3a:37:00:66:d7,b8:cf:1e:a1:ff:4e,1093910691,1093910880,1
f0:3a:37:00:66:d7,b8:cf:1e:dc:7c:ea,1093910981,1093911113,0
f0:3a:37:00:66:d7,b8:cf:4a:24:4c:15,1093910788,1093910840,1
f0:3a:37:00:66:d7,b8:cf:c2:0c:0e:c0,1093910711,1093911202,1
f0:3a:37:00:66:d7,b8:cf:c2:0c:14:07,1093910641,1093911000,1
f0:3a:37:00:66:d7,b8:cf:c2:0c:20:3a,1093910004,1093911008,1
f0:3a:37:00:66:d7,b8:cf:c2:0c:34:15,1093910005,1093910819,1
f0:3a:37:00:66:d7,b8:cf:c2:0c:7c:7d,1093910004,1093910853,1
f0:3a:37:00:66:d7,b8:cf:c2:0c:90:69,1093910006,1093910705,1
f0:3a:37:00:66:d7,b8:cf:c2:0c:d4:6b,1093910670,1093910695,1
f0:3a:37:00:66:d7,b8:cf:c2:0c:da:83,1093910828,1093910846,1
f0:3a:37:00:66:d7,b8:cf:c2:11:87:15,1093910680,1093910995,1
f0:3a:37:00:66:d7,b8:cf:c2:11:bf:42,1093910454,1093910880,1
f0:3a:37:00:66:d7,b8:cf:c2:31:15:5d,1093910695,1093910975,1
f0:3a:37:00:66:d7,b8:cf:c2:31:1c:c1,1093910861,1093910959,1
f0:3a:37:00:66:d7,b8:cf:c2:31:39:25,1093910005,1093911200,1
f0:3a:37:00:66:d7,b8:cf:c2:31:75:6b,1093910008,1093911037,1
f0:3a:37:00:66:d7,b8:cf:c2:31:95:15,1093910798,1093910966,1
f0:3a:37:00:66:d7,b8:cf:c2:31:ad:42,1093910889,1093911198,1
f0:3a:37:00:66:d7,b8:cf:c2:ae:47:51,1093910785,1093911035,1
f0:3a:37:00:66:d7,b8:cf:c2:ae:73:6c,1093910268,1093910995,0
f0:3a:37:00:66:d7,b8:cf:c2:ae:fe:9e,1093910887,1093911111,1
f0:3a:37:00:66:d7,b8:cf:ca:40:10:21,1093910441,1093910851,1
f0:3a:37:00:66:d7,b8:cf:ca:40:20:3a,1093910727,1093910978,1
f0:3a:37:00:66:d7,b8:cf:ca:40:98:25,1093910679,1093910769,1
f0:3a:37:00:66:d7,b8:cf:ca:e2:47:51,1093910286,1093910807,0
f0:3a:37:00:66:d7,b8:cf:e2:23:39:25,1093910769,1093911056,1
f0:3a:37:00:66:d7,b8:cf:e2:23:8d:50,1093910791,1093910957,1
f0:3a:37:00:66:d7,b8:cf:e2:bc:d6:c0,1093909237,1093910004,1
f0:3a:37:00:66:d7,b8:cf:e2:bc:e6:db,1093910677,1093911035,1
f0:3a:37:00:66:d7,e2:99:c0:eb:c9:91,1093910268,1093910793,1
f0:3e:b6:1c:b6:b0,00:40:96:a1:2b:89,1093898813,1093900296,0
f0:49:2a:92:34:9f,e4:d5:66:bf:0e:c7,1093899053,1093903991,0
f0:49:c2:d1:89:5c,3b:2d:9d:68:ef:dd,1093888299,1093889201,1
f0:49:c2:d1:89:5c,af:2c:9d:68:ef:dd,1093888299,1093889201,1
f0:55:e6:52:b6:b0,00:40:96:a1:2b:89,1093890621,1093890629,0
f0:58:d2:f9:51:3c,e2:45:10:d1:36:90,1093885516,1093885707,1
f0:67:94:a5:e6:11,3b:c5:f7:b2:76:d6,1093908503,1093908507,0
f0:67:94:a5:e6:11,54:8e:9a:a4:63:68,1093897790,1093897792,0
f0:67:94:a5:e6:11,87:97:fe:f2:76:d6,1093908504,1093908507,0
f0:67:94:a5:e6:11,e6:22:af:4b:63:68,1093897790,1093897792,0
f0:6b:77:1f:a7:b0,97:3d:fb:8e:8e:f5,1093908527,1093909022,1
f0:6b:cb:66:8f:48,bc:d6:b3:c4:c7:b0,1093911870,1093911871,0
f0:78:b3:47:2d:7c,11:7e:5d:6b:a8:ad,1093906547,1093908487,1
f0:78:b3:47:2d:7c,ff:eb:49:99:a8:ad,1093908332,1093908487,0
f0:7e:39:31:80:db,00:0e:d7:87:e0:60,1093908568,1093909026,0
f0:7e:39:31:a7:b0,00:0e:d7:87:e0:60,1093908521,1093909022,0
